Movie,Critic,Rating,Source,Review,Date
Jojo Rabbit,Siddhant Adlakha,fresh,Firstpost,"An incisive, empathetic, intimate portrait of isolation. It's graceful, sweet and strange, and despite its twee exterior, it manages to stare social malaise right in the eye, giving it the kind of dressing-down that doesn't simply preach to the choir.","October 21, 2019"
Jojo Rabbit,Jonathan Romney,rotten,Film Comment Magazine,"Waititi has been interested in likeable, sheepish misfits, and the hero of ""Jojo Rabbit"" is absolutely cut from this cloth.","October 21, 2019"
Jojo Rabbit,Matthew Dougherty,fresh,The Filtered Lens,"Waititi brings his signature wit to the script, and his direction walks a thin line that maintains the film's lighter tone while keeping the gravity of the whole Nazi Germany situation in check.","October 20, 2019"
Jojo Rabbit,Lisa Johnson Mandell,fresh,AtHomeInHollywood.com,"You will find yourself alternately laughing and crying, but continuously dazzled, by Waititi's gorgeous, vaguely Wes Anderson-esque style.","October 20, 2019"
Jojo Rabbit,John Semley,rotten,The New Republic,"Despite its setting in Nazi Germany, Taika Waititi's movie never risks actually disturbing its audience.","October 19, 2019"
Jojo Rabbit,John Nguyen,fresh,Nerd Reactor,"[Jojo Rabbit] is a type of movie that's hard to pull off if you're the wrong director or writer for it. But luckily, Taika is behind it.","October 18, 2019"
Jojo Rabbit,Rex Reed,rotten,Observer,It's a well-meaning idea that never quite succeeds on the levels of either comedy or drama. Call it a noble failure.,"October 18, 2019"
Jojo Rabbit,Joyce Slaton,fresh,Common Sense Media,"Uneven but amusing WWII satire has violence, hate speech.","October 18, 2019"
Jojo Rabbit,Ruth Maramis,fresh,FlixChatter Film Blog,"This movie is deceptively-flippant, as there is so much more than meets the eye. A brilliant balancing act of tragedy & comedy. Despite how audacious Taika's Hitler role is, he's able to make us focus on what matters-JoJo's journey in overcoming hatred.","October 18, 2019"
Jojo Rabbit,Jeva Lange,rotten,The Week,"Shamefully, now is not a bad time to be a Nazi. But rather than explore the set up, Jojo Rabbit rushes ahead, once again, to the punchline.","October 18, 2019"
Jojo Rabbit,Brian Lowry,rotten,CNN.com,"An awkward, uneven film, with writer-director Taika Waititi conjuring some touching moments, but unable to pull off the magic act this ""Rabbit"" trick requires.","October 18, 2019"
Jojo Rabbit,David Sims,rotten,The Atlantic,"Waititi is trying to strike an impossible balance here, and while he wins a few big battles, he ends up losing the war.","October 18, 2019"
Jojo Rabbit,Anthony Lane,fresh,New Yorker,"There is genuine zest in the unease of ""Jojo Rabbit,"" and it's weirdly convincing as a portrait of childhood under surreal strain.","October 18, 2019"
Jojo Rabbit,Joe Morgenstern,rotten,Wall Street Journal,"The film doesn't lack for audacity, or ultimate purpose -- it's against hate and in favor of love. But the adaptation isn't funny enough to sustain the style, which owes an overt debt to Mel Brooks and amounts to Springtime for Hitler Youth.","October 18, 2019"
Jojo Rabbit,Rob Dean,fresh,Bullz-Eye.com,Waititi's film is hilarious and heartbreaking - a testament to the fact that the children who get caught up in these terrible events are still kids.,"October 18, 2019"
Jojo Rabbit,Chris Feil,rotten,Filmmixtape,The film's certainty of its audacity only serves to underline its conceptual tepidness...,"October 17, 2019"
Jojo Rabbit,Sara Stewart,fresh,New York Post,"Director Taika Waititi's self-described ""anti-hate satire"" blossoms into a big-hearted black comedy with the thorniest possible subject at its center.","October 17, 2019"
Jojo Rabbit,Bob Mondello,fresh,NPR,"Jojo Rabbit is gently comic for a while, and then surprisingly affecting at the end, so perhaps it's not fair to wish that Waititi had opted to deal more directly with the horrors of the Third Reich.","October 17, 2019"
Jojo Rabbit,Josh Bell,fresh,Film Racket,"The jokey first half lets the more serious second half sneak up on the audience, and some of the most devastating moments work because they immediately follow laughter.","October 17, 2019"
Jojo Rabbit,Grace Randolph,rotten,Beyond the Trailer,"Visually brilliant, but fundamentally flawed in its logic. Also cheats by setting the film at the end of WW2, and treats Nazis as a ""fad"". Stephen Merchant has the best scene.","October 17, 2019"
Jojo Rabbit,Pete Hammond,fresh,Deadline Hollywood Daily,Taika Waititi's Nazi Satire Packs A Powerful Punch And Does It With Laughs.,"October 17, 2019"
Jojo Rabbit,A.O. Scott,fresh,New York Times,It risks going wrong in a dozen different ways and manages to avoid at least half of them.,"October 17, 2019"
Jojo Rabbit,Vincent Mancini,rotten,FilmDrunk,"If only it had leaned into its inspired weirdness instead of trying to soften it into a schmaltzy dramedy, this could've been something great.","October 17, 2019"
Jojo Rabbit,Brian Truitt,fresh,USA Today,"As much as it makes you laugh, Waititi's must-watch effort is a warm hug of a movie that just so happens to have a lot of important things to say.","October 17, 2019"
Jojo Rabbit,Roger Moore,fresh,Movie Nation,"Cute, but a serio-comic hothouse flower, too fragile to pack much of a satiric punch, too delicate to deliver the comic sting Waititi aspires to","October 17, 2019"
Jojo Rabbit,Nicols Delgadillo,fresh,Cultured Vultures,"Jojo Rabbit is just as emotionally investing and politically relevant as it is funny, making it a wholly unique and important landmark film.","October 17, 2019"
Jojo Rabbit,Leonard Maltin,fresh,leonardmaltin.com,"Jojo Rabbitcovers the expanse of emotions one would expect to find in a dramatic film about Germany in the waning days of World War II. It's a dazzling achievement from a supremely talented artist who wrote, directed and costars in the film.","October 17, 2019"
Jojo Rabbit,Jeanne Kaplan,fresh,Kaplan vs. Kaplan,"JOJO RABBIT is an immensely entertaining movie that is at once funny, poignant and memorable.","October 17, 2019"
Jojo Rabbit,David Kaplan,fresh,Kaplan vs. Kaplan,"As we all know, a solid performance by a child actor can make a film, just as a poor one will sink it. But young Davis is certainly up to the task, in fact he seems mature way beyond his years.","October 17, 2019"
Jojo Rabbit,Anne Cohen,fresh,Refinery29,"It's funny, poignant, and unfortunately, more relevant than ever.","October 16, 2019"
Jojo Rabbit,Carla Renata,fresh,The Curvy Film Critic,Taika Waititi is a triple threat genius taking on prejudice vs humanity in the guise of Adolf Hitler is a thought-provoking emotionally wraught film that hits all the notes with perfection via Monty Python - Mel Brooks comedic satire,"October 16, 2019"
Jojo Rabbit,Jocelyn Noveck,fresh,Associated Press,Waititi injects enough heart and wit into this enterprise to make a case that artists like him should at least be trying to find creative ways to educate new generations about the horrors of the past.,"October 16, 2019"
Jojo Rabbit,Peter Travers,fresh,Rolling Stone,"You'll laugh, you'll cry - sometimes at the same time. But love or hate Jojo Rabbit, Taika Waititi's hit-and-miss Nazi dramedy is damn near impossible to shake. Our suggestion: Stick with Waititi, he's worth following anywhere.","October 16, 2019"
Jojo Rabbit,Kyle Smith,rotten,National Review,"Has just about everything you look for in a funny movie: a fresh idea, swagger, a strong point of view, and gifted comic actors such as Sam Rockwell and Rebel Wilson. One element it's missing, however, is that it isn't funny.","October 16, 2019"
Jojo Rabbit,Armond White,rotten,National Review,"Waititi's simplistic view of human behavior and political history isn't even as sophisticated as Indiana Jones's witty cultural summation: ""Nazis -- I hate those guys!""","October 16, 2019"
Jojo Rabbit,Alan Ng,fresh,Film Threat,"Silliness aside, Jojo Rabbit is about a ten-year-old boy who is forced to become an adult quickly. The moment he does, the film becomes a strong punch in the gut.","October 16, 2019"
Jojo Rabbit,Bob Bloom,fresh,"Journal and Courier (Lafayette, IN)","Watiti's ""Jojo Rabbit"" puts a spotlight directly into the eyes of evil, as well as ridiculing hateful ideologies and dialogues contaminating today's world.","October 16, 2019"
Jojo Rabbit,Aaron Neuwirth,fresh,We Live Entertainment,Jojo Rabbit is a real joy of a film.,"October 16, 2019"
Jojo Rabbit,Joey Magidson,fresh,Hollywood News,"Taika Waititi mixes some dark moments with subversive comedy in ""Jojo Rabbit,"" and if it's not on the level of Mel Brooks, it still stands out in a majorly compelling way.","October 16, 2019"
Jojo Rabbit,Katie Walsh,rotten,Tribune News Service,"Waititi's silly, irreverent performance takes the pomp and vigor out of the blustering Fuhrer, declawing the towering 20th century figure of hate. However, in doing so, he declaws his own satire, too.","October 16, 2019"
Jojo Rabbit,tt stern-enzi,fresh,Cincinnati CityBeat,"Jojo [is] such an adorable creation, perfectly embodied by Davis, who exudes so much child-actor charm.","October 15, 2019"
Jojo Rabbit,Sarah Cartland,fresh,Caution Spoilers,"Occasionally it misses the spot but on the whole this is a bitingly funny film, its satire and slapstick blunt and bold.","October 15, 2019"
Jojo Rabbit,Harvey S. Karten,fresh,Big Apple Reviews,"A bold, original, often hilarious satire at the expense of Nazi Germany.","October 15, 2019"
Jojo Rabbit,Edward Douglas,rotten,The Weekend Warrior,"Sorry, Taika, but you're no Mel Brooks.","October 15, 2019"
Jojo Rabbit,Carmen Paddock,fresh,One Room With A View,"Jojo Rabbit may not bring the bite of [Taika] Waititi's finest projects, but its heart is golden.","October 14, 2019"
Jojo Rabbit,Evan Dossey,fresh,Midwest Film Journal,Setting an anti-hate satire from the perspective of a 10-year-old in Nazi Germany sounds like a questionable task but Waititi & co. nail it.,"October 14, 2019"
Jojo Rabbit,Nestor Bentancor,fresh,Nestor Cine Desde Hollywood,"A hilarious, moving and timely dark comedy that ridicules and denounces hateful ideologies. Waititi has crafted one of the best films of 2019. [Full review in Spanish]","October 14, 2019"
Jojo Rabbit,Alistair Harkness,fresh,Scotsman,Taika Waititi's... ability to ridicule the Third Reich with a coming-of-age comedy mostly works by filtering its horrors through the prism of its pre-teen Hitler Youth protagonist.,"October 14, 2019"
Jojo Rabbit,Rich Cline,fresh,Shadows on the Wall,"The film is solidly well-made, with a terrific cast of comical geniuses romping through the scenery. So while the mood change from wacky to serious feels abrupt, the central story's pathos strikes a chord.","October 11, 2019"
Jojo Rabbit,Sarah Manvel,fresh,Critic's Notebook,There won't be a more important movie this year.,"October 10, 2019"
Jojo Rabbit,Joelle Monique,fresh,Paste Magazine,"Combined with larger-than-life characters, splintering tragedy, and a unique coming-of-age journey Jojo Rabbit conveys a message about love's ability to conquer loneliness, and that's a message that's fervently needed.","October 9, 2019"
Jojo Rabbit,Don Kaye,fresh,Den of Geek,"Even with its robust cast, and Waititi's way with both verbal humor and sight gags, the movie as a whole seems oddly evanescent.","October 8, 2019"
Jojo Rabbit,Katie Smith-Wong,fresh,HeyUGuys,"Overall, Jojo Rabbit is uneven at times but ultimately offers sweetness, comedy and an idiotically hilarious Hitler.","October 8, 2019"
Jojo Rabbit,Chris Sawin,fresh,Reel Rundown,Jojo Rabbit is a touching film about human compassion with an intimacy that is absolutely unparalleled. This is one of the most heartfelt and imaginative fairy tales of the year.,"October 8, 2019"
Jojo Rabbit,Kevin Maher,fresh,Times (UK),"The story, if not the entire film, is indeed great.","October 8, 2019"
Jojo Rabbit,Lewis Knight,fresh,Daily Mirror (UK),Its biting satire and message against the illogical and hateful messages depicted ensure that many will be sold on how the beloved Jewish director from New Zealand brings Nazi Germany to life.,"October 7, 2019"
Jojo Rabbit,Nicholas Barber,fresh,BBC.com,"Waititi's riposte seems to be that, actually, it is vital that we laugh at Nazis - and Jojo Rabbit ensures that we do just that.","October 7, 2019"
Jojo Rabbit,Richard Trenholm,fresh,CNET,"Yeah, this is a tricky one. Lampooning the Nazis is a risky proposition, requiring a knife-edge balance between humor and horror.","October 7, 2019"
Jojo Rabbit,Robbie Collin,rotten,Daily Telegraph (UK),"Despite the subject's supreme candidacy for mockery, it somehow fails to land a single meaningful hit.","October 7, 2019"
Jojo Rabbit,Emma Simmonds,fresh,The List,"For some, the subject should be no laughing matter, but Waititi ridicules Nazi ideology with aplomb and his brand of winningly juvenile humour underpinned by sweetness is an ideal fit for a child's-eye view of events.","October 7, 2019"
Jojo Rabbit,Jason Escamilla,rotten,EskimoTV,Jojo Rabbit features satire throughout the script that failed to make me laugh consistently.,"October 6, 2019"
Jojo Rabbit,Eric D. Snider,fresh,Crooked Marquee,"If you can take some rough chuckles, it's a wonderfully spirited and deeply humane story that revels in ridiculing antisemitism and small-mindedness.","October 5, 2019"
Jojo Rabbit,David Fear,fresh,Rolling Stone,"A few minutes in, and you're already choking on your giggles.","October 4, 2019"
Jojo Rabbit,Johnny Donaldson,fresh,Daily Grindhouse,"With the world being what it is, maybe we need an act of radically cutesy sweetness such as this, and maybe JOJO RABBIT is a needed film. But there's also no denying this is more sugar than it is nourishment.","October 4, 2019"
Jojo Rabbit,J Hurtado,fresh,ScreenAnarchy,"Jojo Rabbit appeals to the best in all of us, and gives me hope that we can overcome our own struggles and just find a way to be good to one another.","October 4, 2019"
Jojo Rabbit,Marc Savlov,fresh,Austin Chronicle,"It's a coming of age story unlike any other, filled with the director's trademark heart and a soul-stirring argument against the ever ready darkness of unswerving, ""patriotic"" nationalism.","October 4, 2019"
Jojo Rabbit,Rafael Motamayor,fresh,GameSpot,This generation's definitive political satire starring an imaginary Hitler.,"October 3, 2019"
Jojo Rabbit,Meg Shields,rotten,Film School Rejects,"A fine film in a craftsmanly sense, but as a satire, it lacks bite.","October 3, 2019"
Jojo Rabbit,Sean Chandler,fresh,Sean Chandler Talks About,A bold and ambitious dramedy about the absurdity of hate. It worked better for me as a comedy than as a drama.,"October 2, 2019"
Jojo Rabbit,Audra Schroeder,rotten,The Daily Dot,There's a nagging feeling that Jojo Rabbit is giving us the kid-gloves version of the story.,"October 1, 2019"
Jojo Rabbit,Justin Jones,fresh,CBR,"With such potential behind and on camera, it's hard not to be disappointed, but at the very least, Taiki Waititi has found a way to make a fun, hilarious movie about Nazi Germany, and that's got to count for something.","September 27, 2019"
Jojo Rabbit,Germain Lussier,fresh,io9.com,"It'll make you smile, it'll make you sad, and it'll make you believe in the best of us.","September 24, 2019"
Jojo Rabbit,Nick Johnston,fresh,Vanyaland,"Jojo Rabbit feels like a necessary, warm-hearted mess, and it's well-worth your time to take a chance on it.","September 24, 2019"
Jojo Rabbit,Lindsey Romain,fresh,Nerdist,"Jojo Rabbit is a movie with a lot of heart, a lot of qualities that are sure to make it a hit with crowds, and just enough unique magic to make it one of the more pleasurable movie-going experiences of the year.","September 23, 2019"
Jojo Rabbit,James Marsh,fresh,South China Morning Post,"Waititi's award-winning adaptation of Christine Leunens' novel Caging Skies is by turns hilarious, horrifying and ultimately heartbreaking.","September 23, 2019"
Jojo Rabbit,Preston Barta,fresh,Denton Record-Chronicle,"'Jojo Rabbit' has so much positivity in its narrative that it could warm the iciest of hearts. It's absolutely lovely, and one of the year's very best films.","September 22, 2019"
Jojo Rabbit,Kimberley Elizabeth,fresh,Nightmare on Film Street,"A darkly whimsical satire, JoJo Rabbit [..] delivers a timely message about humanity and the very real danger of prejudices left unchecked.","September 21, 2019"
Jojo Rabbit,Marshall Shaffer,fresh,Slashfilm,Jojo Rabbit makes the case that no one is ever too far lost in their fanatical devotion to a tyrannical leader to be reached by reason.,"September 21, 2019"
Jojo Rabbit,Alan Cerny,fresh,VitalThrills.com,"Jojo Rabbit shows us that kindness and empathy can be revolutionary acts, and Taika Waititi shouts it from the rooftops for all to hear.","September 21, 2019"
Jojo Rabbit,Eric Webb,fresh,Austin American-Statesman,"""Jojo Rabbit"" is uncomfortable in ways that work and ways that don't, but its heart is assured.","September 20, 2019"
Jojo Rabbit,Todd Gilchrist,fresh,Birth.Movies.Death.,Jojo Rabbit tells a story that's both pointedly contemporaneous and fundamentally timeless...,"September 20, 2019"
Jojo Rabbit,Kate Rodger,fresh,Newshub (NZ),JoJo Rabbit will wrap you up in the cinematic group hug that laughing and crying together in a dark theatre can bring.,"September 19, 2019"
Jojo Rabbit,Erick Estrada,fresh,Cinegarage,"A pacifist movie that is much more mature than other attempts, such as the famous 'Life is Beautiful'. [Full Review in Spanish]","September 19, 2019"
Jojo Rabbit,Alexandra Heller-Nicholas,fresh,Film International,"Waititi's critique of the normalization of hate and the destruction of innocence is hardly subtext, and that Jojo Rabbit renders this palatable in a multiplex-friendly popcorn movie at this particular moment is nothing less than masterful.","September 19, 2019"
Jojo Rabbit,Courtney Small,fresh,Cinema Axis,Taika Waititi's Jojo Rabbit skillfully walks a tightrope that few films can. It is both a hilarious World War II satire and a deeply moving coming-of-age drama.,"September 19, 2019"
Jojo Rabbit,Andrea Thompson,fresh,A Reel of One's Own,"The dark humor it uses won't be to everyone's taste, but the fact remains that Jojo Rabbit manages to make a case for resilience and love in one of history's darkest moments while being pretty damn funny.","September 18, 2019"
Jojo Rabbit,Dennis Schwartz,rotten,Ozus' World Movie Reviews,Smugly tells us that the answer to counter Nazi hate is through love.,"September 18, 2019"
Jojo Rabbit,Kristy Puchko,fresh,Riot Material,"Waititi maintains his signature sweetness and zany brand of humor, making punch lines of Nazis and an unlikely hero of another ""bad egg.""","September 17, 2019"
Jojo Rabbit,Audrey Fox,fresh,Culturess,"Despite Jojo Rabbit's status as a satire, there are real emotional gut punches along the way, moments that Waititi calibrates as deftly as he does the more comedic elements.","September 17, 2019"
Jojo Rabbit,Brent Goldman,fresh,Film Inquiry,Jojo Rabbit is a bold and audacious comedy that everyone besides Nazis can enjoy.,"September 17, 2019"
Jojo Rabbit,Rendy Jones,fresh,Rendy Reviews,"Might not be Waititi's strongest, but this vibrant and entertaining comedy ends up being both an enjoyable time and a great breakthrough performance by Roman Griffin Davis.","September 16, 2019"
Jojo Rabbit,Peter Rainer,rotten,Christian Science Monitor,"Waititi wanted to light a bonfire but, at best, what we get is a sputtering candle.","September 16, 2019"
Jojo Rabbit,Adam Nayman,rotten,Cinema Scope,If all of Waititi's smirking fascist slapstick is meant to take away Hitler's power 70 years after the fact... it's the satirical equivalent of dunking on a two-foot hoop (or a basketful of deplorables).,"September 16, 2019"
Jojo Rabbit,Nate Adams,fresh,The Only Critic,"One of the sweetest and more delightful films of 2019, this zany satire had me grinning from ear to war. Hail, indeed.","September 15, 2019"
Jojo Rabbit,Steve Pond,fresh,TheWrap,"This is a dark satire that finds a way to make a case for understanding. As circumstances slowly chip away at Jojo's hate-driven worldview, the black comedy finds room for some genuinely touching moments.","September 13, 2019"
Jojo Rabbit,Ruben Peralta Rigaud,fresh,Cocalecas,A brief and charming manual for satire. [Full review in Spanish],"September 13, 2019"
Jojo Rabbit,Jay Stone,fresh,Ex-Press.com,"If it wasn't quite as astonishing as it was trying to be, it was at least audacious","September 13, 2019"
Jojo Rabbit,Chris Tilly,fresh,IGN Movies,"Strikes just the right balance between comedy, tragedy, and drama, the result being a very funny WWII film that nevertheless carries an incredibly important message about the here and now.","September 13, 2019"
Jojo Rabbit,Caitlin Quinlan,fresh,The Skinny,"Taika Waititi has a knack for getting genuinely funny performances from child actors and with his latest film, Nazi satire Jojo Rabbit, he succeeds once again","September 13, 2019"
Jojo Rabbit,Perri Nemiroff,fresh,Collider Video,Jojo Rabbit feels like next-level Taika Waititi. The concept needed spot-on work in every single department - it's all there and it comes together beautifully. Lots of laughs with purpose that send you on your way with hope in your heart.,"September 13, 2019"
Jojo Rabbit,Dustin Chase,fresh,Texas Art & Film,Taika Waititi uses shock value and controversy to tell an ironically sweet story. It's up to each viewer to decide if the ends justify the means.,"September 13, 2019"
Jojo Rabbit,A.A. Dowd,rotten,AV Club,True satire challenges and provokes. This one offers free hugs.,"September 12, 2019"
Jojo Rabbit,Tasha Robinson,rotten,The Verge,"There are laughs in the gap between Jojo's self-image and the reality... Jojo Rabbit could use more of that dynamic, and more of Waititi's subversive voice and willingness to upend cinematic norms.","September 12, 2019"
Jojo Rabbit,Joe Lipsett,fresh,Consequence of Sound,Taika Waititi goes well past the obvious hook of Funny Hitler by delivering a surprisingly emotional and hilarious look at how two children lean on one another to maintain their humanity.,"September 12, 2019"
Jojo Rabbit,Angie Han,fresh,Mashable,"An ""anti-hate satire"" about an imaginary Hitler may seem a long, strange way to go about making this point - but it gets there in the end, with room for some deeply entertaining detours along the way.","September 12, 2019"
Jojo Rabbit,Damon Wise,fresh,Times (UK),"It may sound terrible, and it flirts with bad taste...Yet there's a sweetness that's quite extraordinary.","September 12, 2019"
Jojo Rabbit,David Bax,rotten,Battleship Pretension,"...when a film that's supposed to be a satire can't gain any of its best laughs at the expense of its stated target, that film has failed.","September 12, 2019"
Jojo Rabbit,Diego Batlle,fresh,Otroscines.com,"Jojo Rabbit contains an aesthetic that reminds one of the films of Wes Anderson, but with far more content and ambitions. [Full Review in Spanish]","September 11, 2019"
Jojo Rabbit,Shane Slater,fresh,AwardsCircuit.com,"Waititi keeps his distinctive voice in tact with Jojo Rabbit, a poignant anti-war satire that is also his funniest film to date.","September 11, 2019"
Jojo Rabbit,Peter Howell,fresh,Toronto Star,"Taika Waititi knocks it out of der park with the meaningful lunacy of his anti-hate satire, which is equal parts Mel Brooks, Wes Anderson and Waititi's own whimsical brilliance.","September 11, 2019"
Jojo Rabbit,Christopher Machell,fresh,CineVue,"The film's central message, that hate arrives not as a monster but as your friend, is movingly depicted.","September 11, 2019"
Jojo Rabbit,Ella Kemp,fresh,Sight and Sound,"No one is here to educate on or avenge for the horrors of the past - it's too silly for that, but it's crystal-clear that Waititi is laughing on the right side of history.","September 11, 2019"
Jojo Rabbit,Joshua Rothkopf,fresh,Time Out,"In its precision, Jojo Rabbit may remind you of Wes Anderson's The Grand Budapest Hotel, another comedy in which clownish forces of fascism squared off against love, humor and elegance -- both movies feel like they come from the same universe.","September 11, 2019"
Jojo Rabbit,Rafer Guzman,fresh,Newsday,"It's a tender-hearted film eager to find the saving grace of humor amidst horror. That's to be commended, even if it only partly succeeds.","September 11, 2019"
Jojo Rabbit,James Clay,fresh,Fresh Fiction,Waititi has an uncanny ability to find strange interpretations of dire war-torn situations. He's not just making this film for the sheer shock value; Waititi is far too clever for that.,"September 11, 2019"
Jojo Rabbit,Sarah Marrs,fresh,Lainey Gossip,"Jojo Rabbit is sweet and whimsical, with an undercurrent of a darker reality...","September 10, 2019"
Jojo Rabbit,Jason Gorber,fresh,HighDef Digest,"Jojo Rabbit is a triumph, a film of brave sophistication and brilliant humor.","September 10, 2019"
Jojo Rabbit,Norman Wilner,fresh,NOW Toronto,"And as good as Davis, McKenzie, Johansson and Sam Rockwell are, it's Waititi who ultimately gives the film's trickiest performance...","September 10, 2019"
Jojo Rabbit,J. Don Birnam,fresh,Splash Report,"While the movie and its cast are undoubtedly funny and this film is entertaining, the story lacks depth beyond a couple of silly skits","September 10, 2019"
Jojo Rabbit,Daniel Martnez Mantilla,fresh,Fotogramas,Waititi's film is as fun as it is surprising. [Full Review in Spanish],"September 10, 2019"
Jojo Rabbit,Victor Stiff,fresh,That Shelf,"Waititi shows us the world through a child's eyes so that we understand the power - and the appeal - of jingoism, partisanship, and indoctrination.","September 10, 2019"
Jojo Rabbit,Christopher Llewellyn Reed,fresh,Hammer to Nail,Playing a very risky game...Waititi raises the stakes with every joke he tells...skirting the inappropriate but remaining ever grounded in the savagery of anti-Semitism...and war.,"September 10, 2019"
Jojo Rabbit,Rachel Leishman,fresh,The Mary Sue,"I love Jojo Rabbit with my whole heart, and it is the perfect blend of Waititi's wit and ability to pack a comedy with an emotional punch-a definite must-see.","September 10, 2019"
Jojo Rabbit,K. Austin Collins,rotten,Vanity Fair,"Jojo Rabbit is more of a roast than a reckoning, which I suppose would be fine if it were only aiming for comedy. But this is a movie with lofty humanist ideas.","September 10, 2019"
Jojo Rabbit,Brian Tallerico,rotten,RogerEbert.com,"Jojo Rabbit doesn't quite come together the way its opening promises and, most shockingly, lacks the punch it needs to really work.","September 10, 2019"
Jojo Rabbit,David Edelstein,fresh,New York Magazine/Vulture,"Even if I don't love Jojo Rabbit (which is based on a novel by Christine Leunens that I now intend to read), I love that it exists and that Waititi has forced me to reexamine my own responses.","September 10, 2019"
Jojo Rabbit,C.J. Prince,fresh,The Film Stage,"Neither the masterpiece nor the atrocity it will be described as from here on out by fans and critics alike, Jojo Rabbit is pretty funny, mostly fine, and (perhaps worst of all) well-made.","September 10, 2019"
Jojo Rabbit,Jason Guerrasio,fresh,Business Insider,Scarlett Johansson's performance is one of her best in recent memory.,"September 10, 2019"
Jojo Rabbit,Jane Crowther,fresh,Total Film,"Disposable frivolity that promises fun at the cinema, if not resonance.","September 10, 2019"
Jojo Rabbit,Justin Chang,rotten,Los Angeles Times,"[I]f ""Jojo Rabbit"" has anything to teach us, it's that sniffles can be an even greater divider.","September 10, 2019"
Jojo Rabbit,Barry Hertz,fresh,Globe and Mail,"Jojo Rabbit excels with at least a sincerely attempted - if not exactly precise - balance of humour and horror, absurdity and tragedy.","September 10, 2019"
Jojo Rabbit,Doug Jamieson,fresh,The Jam Report,"While the film is an unashamedly irreverent satire of a painfully relevant moment in modern history, the humour perfectly supplements the true potency of its deeply important message.","September 10, 2019"
Jojo Rabbit,Rubin Safaya,fresh,Cinemalogue,While the film doles out platitudes the adult in us finds overtly simplistic for complicated times... Johansson delightfully surprises with affection and sincerity. Thomasin Mackenzie delivers a defiant rebuttal against Eurocentric exceptionalism...,"September 9, 2019"
Jojo Rabbit,Alissa Wilkinson,fresh,Vox,"With rising tides of hate and ignorance, where demagogues have groupies and neo-Nazis are easy to find on the internet, preying on the weak, what Jojo Rabbit has to say is both hysterically funny and grim as hell.","September 9, 2019"
Jojo Rabbit,Sam Adams,fresh,Slate,"Waititi isn't making light of Nazis; he's mocking them, denying them and their present-day analogues the dignity of taking them-as distinct from the very real threat they pose-seriously.","September 9, 2019"
Jojo Rabbit,Charles Bramesco,rotten,The Playlist,"""Jojo Rabbit"" exists in service of a single idea, a notion so desperately idealistic that it lands somewhere between navet and disingenuousness.","September 9, 2019"
Jojo Rabbit,Jordan Ruimy,rotten,World of Reel,"Conventional, lazy and incredibly irresponsible filmmaking","September 9, 2019"
Jojo Rabbit,Chris Bumbray,fresh,JoBlo's Movie Emporium,"Certainly, JOJO RABBIT won't be to everyone's tastes, but it's a thoughtful, well-intentioned piece of work that often works brilliantly. Some will love it, some will despise it, but hopefully, none will dismiss it.","September 9, 2019"
Jojo Rabbit,Eric Kohn,rotten,indieWire,"Yes, Waititi has made a sugary fantasy in the most unlikely places...But in the process, it buries the awful truth.","September 9, 2019"
Jojo Rabbit,Benjamin Lee,rotten,Guardian,"What Waititi thinks is shockingly audacious is in fact frustratingly timid, he opts for a gentle prod when maybe a punch would do.","September 9, 2019"
Jojo Rabbit,Leah Greenblatt,fresh,Entertainment Weekly,"[Waititi] finds such strange, sweet humor in his storytelling that the movie somehow maintains its ballast, even when the tone inevitably (and it feels, necessarily) shifts.","September 9, 2019"
Jojo Rabbit,Chris Evangelista,fresh,Slashfilm,"There's some sort of strange magic residing in Taika Waititi's Jojo Rabbit, a film that really shouldn't work - but does, with remarkable results.","September 9, 2019"
Jojo Rabbit,Keith Uhlich,rotten,Slant Magazine,Waititi is incapable of dealing with the twin horrors of oppression and indoctrination beyond cheap-seats sentimentality and joke-making.,"September 9, 2019"
Jojo Rabbit,Hannah Woodhead,rotten,Little White Lies,"There are brief flashes of something worthwhile - one late scene feels genuinely daring in light of the film's otherwise jovial tone, but it takes so long to get there, it's almost completely lost.","September 9, 2019"
Jojo Rabbit,Owen Gleiberman,rotten,Variety,"It's a feel-good movie, all right, but one that uses the fake danger of defanged black comedy to leave us feeling good about the fact that we're above a feel-good movie.","September 9, 2019"
Jojo Rabbit,Todd McCarthy,rotten,Hollywood Reporter,"Just as it was easy to like 1999 multiple Oscar winner Life Is Beautiful, it was even easier to dislike it, and the same holds true for Jojo Rabbit...","September 9, 2019"
Jojo Rabbit,Danielle Solzman,fresh,Solzy at the Movies,There's a tricky way of addressing the Holocaust and/or World War 2 through satire and humor but Jojo Rabbit does so in a perfect way.,"September 9, 2019"
Jojo Rabbit,Matt Goldberg,fresh,Collider,"Taika Waititi scores again thanks to his signature style of comedy, excellent cast, and message of love and hope.","September 9, 2019"
Jojo Rabbit,Ashley Menzel,fresh,We Live Entertainment,Jojo Rabbit is hilarious with a weighty message that resonates with audiences today and begs us to remember the past.,"September 9, 2019"
Countdown,Rob Hunter,rotten,Film School Rejects,Think 'Final Destination' plus 'Flatliners' but minus all of the fun.,"November 14, 2019"
Countdown,Steve Biodrowski,fresh,Cinefantastique,"Its influences are obvious, but that hardly matters, when the film deftly delivers the scares.","November 13, 2019"
